Word	FREQcount 	CDcount 	FREQlow 	Cdlow	SUBTLWF	Lg10WF
발견했다.	413					2.6170
2003년	413					2.6170
들기	413					2.6170
눈빛이	413					2.6170
여러분의	413					2.6170
"모양이다.
"	413					2.6170
모이는	413					2.6170
"나타난다.
"	413					2.6170
질이	413					2.6170
가구	412					2.6160
마음속으로	412					2.6160
일상적	412					2.6160
등지에	412					2.6160
조정	412					2.6160
고려하지	412					2.6160
본인의	412					2.6160
훈련	412					2.6160
헌법	412					2.6160
인간으로	412					2.6160
말끔히	412					2.6160
사용자가	412					2.6160
아들에게	412					2.6160
주은래는	412					2.6160
않으려는	412					2.6160
극복하는	412					2.6160
기자의	412					2.6160
안간힘을	412					2.6160
차지했다.	412					2.6160
현역	411					2.6149
향상을	411					2.6149
폭을	411					2.6149
가릴	411					2.6149
테이프를	411					2.6149
"나는,"	411					2.6149
효력이	411					2.6149
꼼꼼히	411					2.6149
집안을	411					2.6149
성은	411					2.6149
당당히	411					2.6149
내놓을	411					2.6149
믿었다.	411					2.6149
소비자들의	411					2.6149
"外
"	411					2.6149
확신을	411					2.6149
안에서는	411					2.6149
영역이	411					2.6149
읽지	410					2.6138
가량의	410					2.6138
14	410					2.6138
순서로	410					2.6138
협상이	410					2.6138
바라보면서	410					2.6138
범주에	410					2.6138
있었으면	410					2.6138
느껴진다.	410					2.6138
차세대	410					2.6138
스트레스	410					2.6138
부작용을	410					2.6138
총재	410					2.6138
달라지는	410					2.6138
들어가기	410					2.6138
코가	410					2.6138
내일은	410					2.6138
제한을	410					2.6138
국회가	410					2.6138
사장의	410					2.6138
챙겨	410					2.6138
왕	410					2.6138
쓰면서	409					2.6128
되니까	409					2.6128
다닌	409					2.6128
달라진다.	409					2.6128
계속하고	409					2.6128
청년의	409					2.6128
개나	409					2.6128
3년간	409					2.6128
해준	409					2.6128
빠르고	409					2.6128
균형	409					2.6128
시점에	409					2.6128
날에	409					2.6128
고르바초프	409					2.6128
우유를	409					2.6128
이기는	409					2.6128
제기하고	409					2.6128
느낌은	408					2.6117
선명하게	408					2.6117
않습니까?	408					2.6117
지구는	408					2.6117
올라와	408					2.6117
왔는데	408					2.6117
행사는	408					2.6117
큰소리로	408					2.6117
제공해	408					2.6117
정기적으로	408					2.6117
"정도다.
"	408					2.6117
주게	408					2.6117
이외에는	408					2.6117
다르고	408					2.6117
않았는데	408					2.6117
규제	408					2.6117
맞물려	408					2.6117
하필이면	408					2.6117
울려	408					2.6117
좋아하고	408					2.6117
옮길	408					2.6117
교수를	408					2.6117
길러	407					2.6107
이용하면	407					2.6107
"때문.
"	407					2.6107
"하자.
"	407					2.6107
음악에	407					2.6107
충동을	407					2.6107
올라갈	407					2.6107
산은	407					2.6107
선수를	407					2.6107
아파트가	407					2.6107
무언가를	407					2.6107
재판부는	407					2.6107
호주	407					2.6107
공부하고	407					2.6107
대학원	407					2.6107
공부도	407					2.6107
서울서	407					2.6107
입장	407					2.6107
최저	407					2.6107
현상으로	407					2.6107
홈런	407					2.6107
이렇다	407					2.6107
안된다고	407					2.6107
표현으로	407					2.6107
가입	407					2.6107
어깨가	407					2.6107
보자는	407					2.6107
최신	407					2.6107
주류를	407					2.6107
소의	407					2.6107
발전은	407					2.6107
문제라고	407					2.6107
동시	407					2.6107
더할	407					2.6107
슬슬	407					2.6107
바랍니다.	407					2.6107
감당할	406					2.6096
"나갔다.
"	406					2.6096
업계	406					2.6096
않으므로	406					2.6096
할까	406					2.6096
현상의	406					2.6096
게다.	406					2.6096
우리에게는	406					2.6096
딱딱한	406					2.6096
아주머니가	406					2.6096
해답을	405					2.6085
현대가	405					2.6085
특성에	405					2.6085
미디어	405					2.6085
키는	405					2.6085
독자들의	405					2.6085
인터넷에	405					2.6085
선호하는	405					2.6085
부모와	405					2.6085
만나기	405					2.6085
바탕이	405					2.6085
이고	405					2.6085
늘어났다.	405					2.6085
들어오면	405					2.6085
깎아	405					2.6085
에이즈	405					2.6085
방향에	405					2.6085
철도	405					2.6085
오면서	405					2.6085
깬	405					2.6085
비스듬히	405					2.6085
원인으로	405					2.6085
농민들의	405					2.6085
논쟁을	404					2.6075
이론	404					2.6075
개성을	404					2.6075
순간적으로	404					2.6075
바야흐로	404					2.6075
약속	404					2.6075
비판적인	404					2.6075
은혜를	404					2.6075
전라도	404					2.6075
치르는	404					2.6075
거짓	404					2.6075
꽁꽁	404					2.6075
상세히	404					2.6075
연결되는	404					2.6075
얘기하고	404					2.6075
펼쳐진	404					2.6075
씨와	404					2.6075
집단이	404					2.6075
제한하는	404					2.6075
어려워	403					2.6064
부담	403					2.6064
선이	403					2.6064
"요구했다.
"	403					2.6064
주장이다.	403					2.6064
청구할	403					2.6064
기독교의	403					2.6064
내년에	403					2.6064
"봅니다.
"	403					2.6064
받았을	403					2.6064
발자국	403					2.6064
입가에	403					2.6064
가리고	403					2.6064
시청	403					2.6064
죽	403					2.6064
방향	403					2.6064
글에	403					2.6064
국가에서	402					2.6053
2만	402					2.6053
신화를	402					2.6053
감정은	402					2.6053
흙	402					2.6053
"""네"	402					2.6053
평가하고	402					2.6053
전에도	402					2.6053
안겨	402					2.6053
창문	402					2.6053
못했기	402					2.6053
바르고	402					2.6053
분양	402					2.6053
심히	402					2.6053
쓰여진	402					2.6053
잎은	402					2.6053
정체를	402					2.6053
죽음과	402					2.6053
이씨의	402					2.6053
느꼈던	402					2.6053
울타리	402					2.6053
태워	402					2.6053
들어설	402					2.6053
관계도	402					2.6053
의욕을	402					2.6053
어음을	401					2.6042
치를	401					2.6042
두말할	401					2.6042
조선을	401					2.6042
전까지만	401					2.6042
공급	401					2.6042
"올렸다.
"	401					2.6042
놓는다.	401					2.6042
있나	401					2.6042
포함하고	401					2.6042
검사는	401					2.6042
의미도	401					2.6042
도서관	401					2.6042
갖추어야	401					2.6042
터이다.	401					2.6042
일본인들은	401					2.6042
어찌할	401					2.6042
언어와	401					2.6042
100%	401					2.6042
"선생님,"	401					2.6042
생각했습니다.	401					2.6042
방송이	401					2.6042
요란한	401					2.6042
여기가	401					2.6042
성인	401					2.6042
민족을	401					2.6042
허리	401					2.6042
과감하게	401					2.6042
먹어도	401					2.6042
심사를	401					2.6042
하루아침에	401					2.6042
"""어디"	400					2.6031
방향은	400					2.6031
대개의	400					2.6031
늘어나	400					2.6031
누구에게	400					2.6031
사랑할	400					2.6031
드러나지	400					2.6031
닦고	400					2.6031
"위해서,"	400					2.6031
알코올	400					2.6031
그밖에	400					2.6031
술은	400					2.6031
지켜보는	400					2.6031
봉투를	400					2.6031
주제	400					2.6031
백성들의	400					2.6031
분들은	400					2.6031
실시할	400					2.6031
정윤은	400					2.6031
덕을	400					2.6031
하는가?	400					2.6031
우리집	400					2.6031
이치를	399					2.6021
보세요.	399					2.6021
역	399					2.6021
소극적인	399					2.6021
뒷모습을	399					2.6021
울면서	399					2.6021
서슴지	399					2.6021
미쳐	399					2.6021
분명했다.	399					2.6021
강도	399					2.6021
가진다.	399					2.6021
거대	399					2.6021
처지를	399					2.6021
뜻	399					2.6021
상황이다.	399					2.6021
판단	399					2.6021
이용하고	399					2.6021
끼치는	399					2.6021
접근할	399					2.6021
비전을	399					2.6021
실적을	399					2.6021
"4,"	399					2.6021
북쪽으로	399					2.6021
기분으로	399					2.6021
소녀가	399					2.6021
않거나	399					2.6021
영역에서	399					2.6021
저만큼	399					2.6021
이긴	399					2.6021
가지만	399					2.6021
옳다고	399					2.6021
좋지만	399					2.6021
겨울을	398					2.6010
보고서	398					2.6010
도움으로	398					2.6010
8개	398					2.6010
"""김"	398					2.6010
발라	398					2.6010
해결해	398					2.6010
대기업의	398					2.6010
때문이기도	398					2.6010
반발을	398					2.6010
수혜가	398					2.6010
영향은	398					2.6010
황제의	398					2.6010
믿음이	398					2.6010
개개인의	398					2.6010
NGO는	398					2.6010
찾아보기	398					2.6010
떨었다.	398					2.6010
흰색	398					2.6010
무시하는	398					2.6010
확보하는	398					2.6010
남아있는	398					2.6010
문자를	398					2.6010
기록해	397					2.5999
번째로	397					2.5999
해는	397					2.5999
장소가	397					2.5999
직원들의	397					2.5999
능력의	397					2.5999
멋을	397					2.5999
사라질	397					2.5999
대표되는	397					2.5999
모로	397					2.5999
원시	397					2.5999
명분을	397					2.5999
확정된	397					2.5999
만들어지는	397					2.5999
줄어들고	397					2.5999
각자가	397					2.5999
"가고,"	397					2.5999
'내	397					2.5999
근처의	397					2.5999
구속된	397					2.5999
상징적	397					2.5999
이밖에도	397					2.5999
네트워크	397					2.5999
이도	397					2.5999
기분이었다.	397					2.5999
교수와	397					2.5999
"떨어졌다.
"	397					2.5999
내걸고	397					2.5999
장에	397					2.5999
독서	396					2.5988
절실히	396					2.5988
일본인의	396					2.5988
'그	396					2.5988
손에서	396					2.5988
연구와	396					2.5988
짐작이	396					2.5988
한국인이	396					2.5988
갈등은	396					2.5988
사망한	396					2.5988
신앙의	396					2.5988
제목	396					2.5988
과제가	396					2.5988
웅크리고	396					2.5988
이상인	396					2.5988
덕에	396					2.5988
무대에서	396					2.5988
같았습니다.	396					2.5988
민중을	396					2.5988
식당에서	396					2.5988
표시하는	396					2.5988
과제는	396					2.5988
한때는	396					2.5988
바다는	396					2.5988
신도시	396					2.5988
붉게	396					2.5988
부인을	396					2.5988
이용해서	395					2.5977
어미가	395					2.5977
아침을	395					2.5977
돈에	395					2.5977
초라한	395					2.5977
도쿄	395					2.5977
맺는	395					2.5977
시각에	395					2.5977
'내가	395					2.5977
약점을	395					2.5977
동네에	395					2.5977
하자고	395					2.5977
거지	395					2.5977
다르기	395					2.5977
멕시코	395					2.5977
놀	395					2.5977
고객에게	395					2.5977
살인	395					2.5977
아냐.	395					2.5977
허용하는	395					2.5977
눈에서	395					2.5977
비교하면	394					2.5966
나오면서	394					2.5966
소녀는	394					2.5966
중순	394					2.5966
관련되어	394					2.5966
바지	394					2.5966
결혼은	394					2.5966
억울한	394					2.5966
공원	394					2.5966
들어가게	394					2.5966
심은	394					2.5966
물의를	394					2.5966
개인과	394					2.5966
되어도	394					2.5966
가득히	394					2.5966
다국적	394					2.5966
차리고	394					2.5966
버려야	394					2.5966
논리적으로	394					2.5966
기법을	394					2.5966
편히	394					2.5966
시작해서	394					2.5966
"하면서,"	394					2.5966
우리나라에서는	393					2.5955
혁명적	393					2.5955
갇힌	393					2.5955
실을	393					2.5955
희생을	393					2.5955
떠올렸다.	393					2.5955
온전히	393					2.5955
파업	393					2.5955
가르침을	393					2.5955
그치는	393					2.5955
으로	393					2.5955
두터운	393					2.5955
싸우고	393					2.5955
현관	393					2.5955
걸어갔다.	393					2.5955
크리스마스	393					2.5955
공화당	393					2.5955
"지금,"	393					2.5955
색을	393					2.5955
그날은	393					2.5955
조각	393					2.5955
있었으므로	393					2.5955
경우이다.	393					2.5955
식량	393					2.5955
"읽고,"	393					2.5955
후보와	393					2.5955
밥이	393					2.5955
쓴다는	393					2.5955
되었는데	393					2.5955
1989년	392					2.5944
남성이	392					2.5944
도입을	392					2.5944
그보다는	392					2.5944
당을	392					2.5944
인구는	392					2.5944
축	392					2.5944
"있다.""
"	392					2.5944
4강	392					2.5944
영감이	392					2.5944
마루에	392					2.5944
대답	392					2.5944
오후에	392					2.5944
키를	392					2.5944
조각을	392					2.5944
성질의	392					2.5944
시도	392					2.5944
요소로	392					2.5944
부처	392					2.5944
느껴	392					2.5944
아득한	392					2.5944
노력에	392					2.5944
추는	392					2.5944
"드러났다.
"	392					2.5944
시대와	392					2.5944
깨닫지	391					2.5933
자동적으로	391					2.5933
모르나	391					2.5933
얽혀	391					2.5933
경기장	391					2.5933
"됐다""고"	391					2.5933
인권	391					2.5933
많은데	391					2.5933
사망	391					2.5933
자료는	391					2.5933
처녀	391					2.5933
보수적인	391					2.5933
1987년	391					2.5933
즐기고	391					2.5933
검토할	391					2.5933
역으로	391					2.5933
위원장	391					2.5933
백성들이	391					2.5933
형식이	391					2.5933
말아	391					2.5933
신부가	391					2.5933
교육부는	390					2.5922
고향의	390					2.5922
못난	390					2.5922
"무렵,"	390					2.5922
동서	390					2.5922
왼쪽으로	390					2.5922
않았다면	390					2.5922
맡을	390					2.5922
돌릴	390					2.5922
소금을	390					2.5922
상대방이	390					2.5922
낱낱이	390					2.5922
언론들은	390					2.5922
읽으면서	390					2.5922
없지.	390					2.5922
간접적으로	390					2.5922
"것
"	390					2.5922
애초에	390					2.5922
걸음으로	390					2.5922
예상보다	390					2.5922
만남을	390					2.5922
더더욱	390					2.5922
빠졌다.	390					2.5922
주먹으로	390					2.5922
파	390					2.5922
동생은	390					2.5922
보유	390					2.5922
?.	390					2.5922
향해서	390					2.5922
철이	389					2.5911
심장	389					2.5911
행동하는	389					2.5911
걱정하는	389					2.5911
선생을	389					2.5911
"5,"	389					2.5911
않음을	389					2.5911
어째	389					2.5911
쌓고	389					2.5911
맥주를	389					2.5911
중앙의	389					2.5911
키워	389					2.5911
21세기를	389					2.5911
임금은	389					2.5911
확보하기	389					2.5911
"있는지,"	389					2.5911
공격에	389					2.5911
폭넓게	389					2.5911
높다고	389					2.5911
심정으로	389					2.5911
실적이	389					2.5911
소주를	389					2.5911
의미있는	389					2.5911
것이죠.	389					2.5911
병력을	389					2.5911
데려다	389					2.5911
시대로	389					2.5911
의료	389					2.5911
개념과	389					2.5911
단위	389					2.5911
말들을	389					2.5911
러시아와	388					2.5899
서면	388					2.5899
운영을	388					2.5899
